 ° / mm	   0,00	   0,50	   1,00	   1,50	   2,00	   2,50	   3,00	   3,50	   4,00	   4,50	   5,00	   5,50	   6,00	   6,50	   7,00	   7,50	   8,00	   8,50	   9,00	   9,50	  10,00	  10,50	  11,00	  11,50	  12,00	  12,50	  13,00	  13,50	  14,00	  14,50	  15,00	  15,50	  16,00	  16,50	  17,00	  17,50	  18,00	  18,50	  19,00	  19,50	  20,00	  20,50	  21,00	  21,50	  22,00	  22,50	  23,00	  23,50	  24,00	  24,50	  25,00	  25,50	  26,00	  26,50	  27,00	  27,50	  28,00	  28,50	  29,00	  29,50	  30,00	  30,50	  31,00	  31,50	  32,00	  32,50	  33,00	  33,50	  34,00	  34,50	  35,00	  35,50	  36,00	  36,50	  37,00	  37,50	  38,00	  38,50	  39,00	  39,50	  40,00	  40,50	  41,00	  41,50	  42,00	  42,50	  43,00	  43,50	  44,00	  44,50	  45,00	  45,50	  46,00	  46,50	  47,00	  47,50	  48,00	  48,50	  49,00	  49,50	  50,00	  50,50	  51,00	  51,50	  52,00	  52,50	  53,00	  53,50	  54,00	  54,50	  55,00	  55,50	  56,00	  56,50	  57,00	  57,50	  58,00	  58,50	  59,00	  59,50	  60,00	  60,50	  61,00	  61,50	  62,00	  62,50	  63,00	  63,50	  64,00	  64,50	  65,00	  65,50	  66,00	  66,50	  67,00	  67,50	  68,00	  68,50	  69,00	  69,50	  70,00	  70,50	  71,00	  71,50	  72,00	  72,50	  73,00	  73,50	  74,00	  74,50	  75,00	  75,50	  76,00	  76,50	  77,00	  77,50	  78,00	  78,50	  79,00	  79,50	  80,00	
    0,0	-0,0154	-0,0155	-0,0154	-0,0153	-0,0154	-0,0154	-0,0154	-0,0153	-0,0155	-0,0153	-0,0153	-0,0154	-0,0153	-0,0153	-0,0153	-0,0154	-0,0152	-0,0152	-0,0153	-0,0153	-0,0155	-0,0154	-0,0154	-0,0155	-0,0155	-0,0155	-0,0156	-0,0155	-0,0156	-0,0157	-0,0158	-0,0157	-0,0157	-0,0158	-0,0159	-0,0159	-0,0158	-0,0157	 0,1167	 0,2045	 0,3008	 0,5002	 0,7331	 0,8457	 0,9727	 1,2332	 1,3942	 1,5861	 1,9542	 2,0722	 2,2061	 2,5430	 2,9000	 3,0542	 3,2366	 3,4535	 3,5861	 3,7391	 3,7438	 3,7435	 3,7398	 3,7362	 3,4602	 3,4566	 3,4529	 3,2408	 3,2367	 3,2352	 3,2337	 3,0575	 3,0559	 3,0523	 3,0486	 2,9021	 2,8323	 2,7671	 2,6470	 2,4482	 2,3601	 2,2792	 2,1373	 1,9547	 1,8482	 1,7520	 1,5115	 1,2606	 1,1676	 1,0825	 0,9119	 0,8366	 0,7666	 0,6393	 0,5264	 0,4809	 0,4374	 0,3443	 0,2797	 0,2489	 0,2191	 0,1804	 0,1526	 0,1435	 0,1345	 0,1255	 0,1255	 0,1254	 0,1254	 0,1345	 0,1481	 0,1620	 0,1901	 0,2390	 0,2694	 0,3008	 0,3782	 0,4314	 0,4875	 0,6244	 0,7668	 0,8461	 0,9322	 1,1067	 1,3178	 1,4102	 1,5119	 1,4435	 1,3785	 1,3326	 1,2888	 1,0153	 0,8644	 0,7333	 0,3785	 0,0401	 0,0118	-0,0157	-0,0159	-0,0157	-0,0157	-0,0158	-0,0157	-0,0157	-0,0157	-0,0155	-0,0156	-0,0155	-0,0154	-0,0155	-0,0153	-0,0153	-0,0153	-0,0153	-0,0154	-0,0156	-0,0154	-0,0154	-0,0154	-0,0154	-0,0153	-0,0155	-0,0154	
    5,0	-0,0154	-0,0153	-0,0153	-0,0154	-0,0154	-0,0153	-0,0154	-0,0154	-0,0154	-0,0155	-0,0154	-0,0153	-0,0154	-0,0154	-0,0153	-0,0152	-0,0153	-0,0153	-0,0152	-0,0154	-0,0154	-0,0154	-0,0154	-0,0156	-0,0157	-0,0157	-0,0156	-0,0157	-0,0156	-0,0156	-0,0156	-0,0157	-0,0157	-0,0157	-0,0157	-0,0158	-0,0158	-0,0157	-0,0157	-0,0157	-0,0157	 0,1077	 0,2488	 0,3277	 0,4133	 0,5814	 0,6775	 0,7837	 1,0156	 1,2886	 1,4428	 1,6252	 2,0093	 2,3604	 2,4942	 2,6487	 3,0524	 3,4596	 3,5919	 3,7444	 3,7485	 3,7431	 3,7432	 3,7433	 3,7428	 3,7418	 3,7409	 3,7392	 3,4579	 3,3378	 3,2307	 3,0570	 2,8979	 2,7645	 2,6469	 2,5432	 2,4471	 2,3595	 2,2053	 1,9544	 1,8739	 1,7995	 1,5478	 1,3174	 1,2196	 1,1304	 0,9523	 0,8738	 0,8010	 0,6696	 0,5535	 0,5002	 0,4495	 0,3668	 0,3008	 0,2694	 0,2389	 0,1996	 0,1806	 0,1619	 0,1346	 0,1167	 0,1122	 0,1078	 0,1078	 0,1077	 0,1077	 0,1078	 0,1255	 0,1301	 0,1346	 0,1621	 0,1902	 0,2142	 0,2388	 0,3115	 0,4014	 0,4558	 0,5133	 0,6543	 0,7332	 0,8188	 0,9730	 1,1560	 1,2607	 1,3777	 1,4767	 1,4113	 1,3788	 1,3473	 1,0823	 0,8182	 0,6466	 0,5002	 0,1529	 0,0651	-0,0156	-0,0157	-0,0159	-0,0158	-0,0157	-0,0157	-0,0156	-0,0157	-0,0157	-0,0154	-0,0154	-0,0153	-0,0153	-0,0154	-0,0154	-0,0155	-0,0154	-0,0154	-0,0154	-0,0153	-0,0153	-0,0154	-0,0154	-0,0154	-0,0153	
   10,0	-0,0153	-0,0153	-0,0153	-0,0153	-0,0153	-0,0153	-0,0154	-0,0153	-0,0153	-0,0154	-0,0154	-0,0153	-0,0155	-0,0154	-0,0154	-0,0155	-0,0153	-0,0154	-0,0153	-0,0153	-0,0155	-0,0155	-0,0156	-0,0155	-0,0157	-0,0157	-0,0156	-0,0157	-0,0157	-0,0157	-0,0155	-0,0156	-0,0157	-0,0158	-0,0158	-0,0158	-0,0158	-0,0158	-0,0156	 0,0320	 0,0820	 0,2191	 0,3667	 0,4434	 0,5264	 0,7333	 0,9519	 1,0826	 1,2331	 1,5474	 1,7079	 1,8992	 2,2777	 2,6502	 2,8325	 3,0557	 3,4592	 3,7443	 3,9243	 4,1440	 3,7441	 3,9269	 4,1508	 4,1416	 4,1493	 3,9271	 3,7454	 3,4585	 3,2367	 3,1430	 3,0573	 2,7670	 2,6488	 2,5430	 2,2803	 2,0717	 1,9540	 1,8487	 1,6251	 1,3779	 1,2601	 1,1548	 0,9939	 0,8366	 0,7664	 0,7008	 0,5815	 0,5334	 0,4875	 0,4014	 0,3224	 0,2956	 0,2694	 0,2291	 0,1902	 0,1760	 0,1621	 0,1437	 0,1346	 0,1256	 0,1167	 0,1079	 0,1036	 0,0992	 0,1078	 0,1078	 0,1122	 0,1167	 0,1346	 0,1391	 0,1436	 0,1806	 0,2191	 0,2439	 0,2692	 0,3554	 0,4014	 0,4497	 0,5813	 0,7169	 0,8008	 0,8924	 1,0607	 1,2605	 1,3627	 1,4766	 1,4428	 1,3784	 1,2604	 1,1548	 0,8928	 0,7331	 0,5954	 0,2593	-0,0157	-0,0158	-0,0158	-0,0158	-0,0158	-0,0157	-0,0156	-0,0156	-0,0155	-0,0155	-0,0155	-0,0154	-0,0154	-0,0155	-0,0156	-0,0154	-0,0155	-0,0156	-0,0154	-0,0153	-0,0153	-0,0154	-0,0155	-0,0155	-0,0155	-0,0155	-0,0156	
   15,0	-0,0153	-0,0153	-0,0153	-0,0154	-0,0154	-0,0154	-0,0153	-0,0153	-0,0153	-0,0154	-0,0153	-0,0153	-0,0153	-0,0154	-0,0154	-0,0154	-0,0154	-0,0155	-0,0154	-0,0154	-0,0155	-0,0155	-0,0155	-0,0155	-0,0157	-0,0156	-0,0155	-0,0157	-0,0156	-0,0156	-0,0155	-0,0156	-0,0156	-0,0156	-0,0157	-0,0158	-0,0157	-0,0157	-0,0158	 0,1077	 0,1805	 0,2591	 0,4253	 0,5200	 0,6246	 0,8549	 1,1300	 1,2741	 1,4425	 1,7541	 1,9007	 2,0725	 2,3594	 2,7676	 2,9007	 3,0544	 3,4607	 3,7438	 3,7452	 3,7466	 3,7474	 3,7462	 3,9262	 4,1459	 3,7515	 3,7467	 3,7420	 3,7430	 3,4530	 3,2328	 3,0525	 2,7649	 2,5931	 2,4466	 2,2049	 1,9000	 1,7758	 1,6653	 1,3784	 1,1803	 1,0826	 0,9936	 0,8367	 0,7008	 0,6467	 0,5954	 0,5000	 0,4130	 0,3781	 0,3443	 0,2902	 0,2643	 0,2390	 0,2091	 0,1807	 0,1666	 0,1526	 0,1344	 0,1256	 0,1167	 0,1079	 0,1077	 0,1078	 0,1078	 0,0992	 0,1079	 0,1123	 0,1167	 0,1167	 0,1346	 0,1436	 0,1527	 0,1807	 0,2190	 0,2490	 0,2798	 0,3667	 0,4191	 0,4745	 0,6096	 0,7665	 0,8461	 0,9326	 1,1067	 1,2065	 1,3173	 1,4766	 1,4423	 1,3626	 1,2887	 1,0594	 0,9118	 0,7832	 0,4748	 0,1259	 0,0526	-0,0158	-0,0156	-0,0157	-0,0157	-0,0158	-0,0155	-0,0156	-0,0156	-0,0156	-0,0156	-0,0155	-0,0155	-0,0153	-0,0153	-0,0154	-0,0154	-0,0154	-0,0154	-0,0154	-0,0155	-0,0155	-0,0154	-0,0154	-0,0154	-0,0154	
   20,0	-0,0155	-0,0155	-0,0153	-0,0154	-0,0154	-0,0156	-0,0155	-0,0154	-0,0153	-0,0154	-0,0155	-0,0155	-0,0155	-0,0154	-0,0154	-0,0154	-0,0153	-0,0153	-0,0153	-0,0154	-0,0154	-0,0154	-0,0154	-0,0155	-0,0158	-0,0157	-0,0156	-0,0159	-0,0158	-0,0158	-0,0157	-0,0158	-0,0158	-0,0158	-0,0159	-0,0158	-0,0158	 0,0992	 0,2590	 0,3552	 0,4618	 0,6696	 0,9316	 1,0483	 1,1804	 1,4767	 1,7988	 1,8996	 2,0119	 2,2799	 2,4025	 2,5423	 2,7652	 3,0577	 3,2367	 3,4548	 3,4607	 3,7544	 3,7501	 3,7457	 4,1506	 4,1465	 4,1425	 3,7472	 3,7412	 3,7385	 3,7359	 3,4640	 3,2352	 2,9736	 2,7665	 2,3599	 2,0718	 1,9002	 1,7538	 1,4424	 1,3027	 1,1800	 0,9937	 0,8186	 0,7579	 0,7006	 0,5813	 0,4872	 0,4433	 0,4013	 0,3332	 0,2903	 0,2694	 0,2490	 0,2093	 0,1997	 0,1901	 0,1620	 0,1527	 0,1436	 0,1346	 0,1257	 0,1167	 0,1167	 0,1166	 0,1079	 0,1079	 0,1080	 0,1167	 0,1257	 0,1256	 0,1256	 0,1437	 0,1620	 0,1760	 0,1902	 0,2388	 0,2692	 0,3007	 0,3895	 0,5134	 0,5674	 0,6244	 0,7664	 0,9522	 1,0375	 1,1308	 1,3479	 1,4265	 1,5118	 1,4442	 1,3471	 1,2194	 1,1062	 0,8187	 0,5266	 0,3388	 0,1808	-0,0157	-0,0157	-0,0157	-0,0157	-0,0160	-0,0159	-0,0157	-0,0155	-0,0155	-0,0155	-0,0156	-0,0153	-0,0154	-0,0155	-0,0154	-0,0155	-0,0154	-0,0153	-0,0153	-0,0154	-0,0154	-0,0155	-0,0154	-0,0154	-0,0153	-0,0154	-0,0153	
   25,0	-0,0153	-0,0153	-0,0153	-0,0154	-0,0154	-0,0152	-0,0153	-0,0153	-0,0153	-0,0153	-0,0154	-0,0154	-0,0153	-0,0154	-0,0153	-0,0152	-0,0153	-0,0153	-0,0153	-0,0152	-0,0152	-0,0153	-0,0154	-0,0155	-0,0157	-0,0156	-0,0156	-0,0156	-0,0157	-0,0158	-0,0156	-0,0159	-0,0159	-0,0160	-0,0157	-0,0158	-0,0159	 0,1347	 0,3223	 0,4192	 0,5265	 0,7834	 1,0369	 1,1675	 1,3177	 1,6249	 1,8993	 1,9822	 2,0725	 2,2803	 2,4036	 2,5443	 2,7641	 2,9003	 2,9755	 3,0568	 3,2326	 3,4510	 3,5843	 3,7381	 3,7451	 3,7533	 3,9313	 4,1481	 4,1462	 3,9288	 3,7503	 4,1430	 3,7428	 3,4602	 3,2400	 3,0545	 2,6479	 2,4472	 2,2802	 1,9537	 1,7757	 1,6246	 1,3471	 1,0829	 0,9833	 0,8928	 0,7331	 0,5957	 0,5468	 0,5003	 0,4250	 0,3896	 0,3553	 0,3006	 0,2488	 0,2339	 0,2191	 0,1902	 0,1713	 0,1573	 0,1435	 0,1345	 0,1256	 0,1212	 0,1168	 0,1168	 0,1167	 0,1167	 0,1168	 0,1255	 0,1301	 0,1347	 0,1435	 0,1527	 0,1620	 0,1901	 0,2390	 0,2694	 0,3009	 0,3898	 0,4875	 0,5537	 0,6247	 0,7836	 0,8645	 0,9526	 1,1315	 1,3485	 1,4435	 1,5485	 1,4768	 1,4095	 1,2880	 1,1797	 0,9123	 0,7498	 0,6100	 0,2492	-0,0157	-0,0157	-0,0157	-0,0157	-0,0157	-0,0157	-0,0156	-0,0157	-0,0157	-0,0157	-0,0155	-0,0153	-0,0153	-0,0153	-0,0154	-0,0154	-0,0153	-0,0153	-0,0154	-0,0153	-0,0153	-0,0155	-0,0153	-0,0154	-0,0155	-0,0154	-0,0153	
   30,0	-0,0153	-0,0155	-0,0153	-0,0153	-0,0153	-0,0153	-0,0153	-0,0154	-0,0153	-0,0154	-0,0154	-0,0153	-0,0154	-0,0154	-0,0153	-0,0152	-0,0152	-0,0153	-0,0153	-0,0153	-0,0156	-0,0156	-0,0156	-0,0155	-0,0156	-0,0156	-0,0157	-0,0158	-0,0158	-0,0158	-0,0156	-0,0157	-0,0158	-0,0158	 0,0819	 0,1759	 0,2797	 0,5135	 0,7661	 0,9021	 1,0596	 1,3471	 1,6651	 1,7759	 1,9006	 2,1363	 2,2063	 2,2816	 2,5436	 2,6502	 2,7065	 2,7661	 2,9019	 2,9013	 2,9753	 3,0552	 3,2342	 3,0551	 3,1427	 3,2388	 3,4555	 3,4618	 3,5908	 3,7389	 4,1452	 4,1428	 4,1403	 4,1457	 3,7446	 3,5917	 3,4591	 3,2367	 3,1418	 3,0552	 2,6493	 2,4453	 2,2407	 2,0710	 1,7525	 1,4766	 1,3323	 1,2062	 0,9938	 0,8009	 0,7249	 0,6543	 0,5534	 0,4617	 0,4190	 0,3780	 0,3114	 0,2848	 0,2589	 0,2192	 0,1805	 0,1665	 0,1527	 0,1436	 0,1345	 0,1256	 0,1256	 0,1256	 0,1256	 0,1256	 0,1346	 0,1437	 0,1528	 0,1620	 0,1902	 0,2290	 0,2591	 0,2901	 0,3554	 0,4072	 0,4619	 0,5815	 0,7332	 0,8096	 0,8924	 1,0599	 1,2333	 1,3480	 1,4776	 1,5857	 1,5484	 1,5125	 1,4100	 1,1305	 0,9624	 0,8186	 0,5264	 0,1903	 0,0821	-0,0156	-0,0156	-0,0157	-0,0158	-0,0159	-0,0158	-0,0157	-0,0156	-0,0155	-0,0155	-0,0154	-0,0154	-0,0154	-0,0155	-0,0155	-0,0153	-0,0155	-0,0154	-0,0153	-0,0154	-0,0154	-0,0155	-0,0154	-0,0154	-0,0154	-0,0154	-0,0154	-0,0153	
   35,0	-0,0156	-0,0155	-0,0154	-0,0155	-0,0155	-0,0154	-0,0153	-0,0152	-0,0154	-0,0154	-0,0154	-0,0154	-0,0156	-0,0155	-0,0154	-0,0153	-0,0153	-0,0153	-0,0152	-0,0152	-0,0155	-0,0155	-0,0155	-0,0156	-0,0155	-0,0157	-0,0159	-0,0157	-0,0157	-0,0157	-0,0159	-0,0158	-0,0158	-0,0159	 0,0905	 0,3222	 0,4372	 0,5673	 0,8550	 0,9937	 1,1548	 1,4763	 1,7534	 1,8743	 2,0118	 2,2060	 2,3597	 2,4024	 2,4470	 2,6473	 2,7050	 2,7661	 2,7669	 2,9013	 2,9007	 2,9002	 2,9014	 2,9010	 2,9744	 3,0536	 3,0539	 3,0545	 3,1396	 3,2326	 3,2372	 3,3407	 3,4562	 3,4590	 3,7397	 3,7418	 3,7438	 3,7422	 3,4574	 3,3411	 3,2369	 3,0494	 2,8997	 2,7656	 2,6475	 2,4477	 2,3194	 2,2058	 1,8989	 1,5858	 1,4262	 1,2886	 1,0600	 0,9520	 0,8546	 0,6850	 0,5537	 0,5068	 0,4621	 0,3667	 0,3115	 0,2798	 0,2491	 0,2094	 0,1806	 0,1713	 0,1620	 0,1527	 0,1528	 0,1528	 0,1526	 0,1714	 0,1807	 0,1901	 0,2191	 0,2439	 0,2693	 0,3332	 0,4250	 0,4744	 0,5263	 0,6694	 0,8185	 0,9026	 0,9944	 1,1556	 1,3482	 1,4774	 1,6259	 1,5873	 1,5679	 1,5489	 1,4420	 1,1551	 0,9726	 0,8184	 0,5264	 0,1904	 0,0821	-0,0157	-0,0157	-0,0157	-0,0157	-0,0157	-0,0158	-0,0156	-0,0155	-0,0156	-0,0156	-0,0155	-0,0155	-0,0154	-0,0154	-0,0154	-0,0153	-0,0153	-0,0153	-0,0153	-0,0154	-0,0155	-0,0156	-0,0153	-0,0154	-0,0154	-0,0154	-0,0154	-0,0154	
   40,0	-0,0152	-0,0155	-0,0153	-0,0153	-0,0154	-0,0155	-0,0152	-0,0154	-0,0155	-0,0154	-0,0154	-0,0154	-0,0153	-0,0154	-0,0154	-0,0154	-0,0152	-0,0154	-0,0154	-0,0154	-0,0155	-0,0156	-0,0156	-0,0156	-0,0157	-0,0157	-0,0158	-0,0157	-0,0157	-0,0157	-0,0157	-0,0080	 0,1035	 0,2290	 0,4746	 0,7665	 0,9025	 1,0599	 1,3779	 1,6650	 1,7992	 1,9544	 2,1363	 2,2415	 2,3591	 2,4467	 2,6477	 2,7050	 2,7658	 2,7669	 2,8988	 2,8989	 2,8990	 2,9007	 2,9014	 2,9022	 2,9006	 2,9020	 2,9002	 2,8985	 2,8993	 3,0501	 2,9714	 2,8986	 3,0501	 3,0486	 3,0503	 3,0519	 3,2322	 3,2327	 3,2332	 3,4535	 3,4544	 3,4527	 3,4510	 3,4570	 3,2356	 3,1415	 3,0555	 2,8997	 2,6485	 2,5944	 2,5431	 2,2063	 2,0721	 1,9537	 1,6252	 1,3474	 1,2062	 1,0825	 0,8735	 0,7008	 0,6318	 0,5673	 0,4622	 0,3898	 0,3610	 0,3330	 0,2797	 0,2488	 0,2389	 0,2290	 0,2191	 0,2241	 0,2291	 0,2490	 0,2797	 0,3115	 0,3443	 0,4251	 0,5401	 0,6028	 0,6696	 0,8366	 0,9124	 0,9943	 1,1815	 1,3790	 1,4949	 1,6261	 1,6649	 1,6245	 1,6248	 1,6251	 1,3168	 1,1423	 0,9938	 0,7008	 0,3894	 0,2440	 0,1170	-0,0156	-0,0157	-0,0157	-0,0157	-0,0156	-0,0157	-0,0158	-0,0156	-0,0156	-0,0156	-0,0156	-0,0155	-0,0155	-0,0154	-0,0154	-0,0153	-0,0153	-0,0153	-0,0154	-0,0153	-0,0154	-0,0154	-0,0155	-0,0155	-0,0156	-0,0155	-0,0154	-0,0154	-0,0155	-0,0153	
